OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 0006928,02-06-2016,15,Wholesale,NXH382,49,5,12,2680.00,32160.00,1179.20
SO - 0006929,02-06-2016,10,Wholesale,GUT930,43,1,11,2666.60,29332.60,2239.94
SO - 0006930,02-06-2016,35,Distributor,AXW291,13,13,7,2592.90,18150.30,1089.02
SO - 0006931,03-06-2016,9,Wholesale,NXH382,58,1,10,1078.70,10787.00,474.63
SO - 0006932,03-06-2016,34,Wholesale,AXW291,27,1,5,6003.20,30016.00,4322.30
SO - 0006933,04-06-2016,33,Export,NXH382,56,13,11,2458.90,27047.90,1524.52
SO - 0006934,04-06-2016,31,Distributor,AXW291,23,7,9,3839.10,34551.90,2418.63
SO - 0006935,04-06-2016,35,Wholesale,GUT930,40,12,7,6492.30,45446.10,4869.23
SO - 0006936,04-06-2016,30,Wholesale,FLR025,66,1,9,3912.80,35215.20,2817.22
SO - 0006937,04-06-2016,34,Export,FLR025,62,9,7,1085.40,7597.80,792.34
SO - 0006938,04-06-2016,28,Wholesale,GUT930,43,5,8,3296.40,26371.20,1911.91
SO - 0006939,05-06-2016,6,Wholesale,AXW291,12,5,8,5661.50,45292.00,3623.36
SO - 0006940,05-06-2016,37,Wholesale,FLR025,63,1,12,964.80,11577.60,549.94
SO - 0006941,05-06-2016,7,Wholesale,AXW291,15,14,6,2633.10,15798.60,1079.57
SO - 0006942,05-06-2016,34,Wholesale,GUT930,34,9,8,864.30,6914.40,630.94
SO - 0006943,06-06-2016,31,Wholesale,GUT930,35,3,5,2331.60,11658.00,1095.85
SO - 0006944,06-06-2016,47,Distributor,AXW291,22,1,11,844.20,9286.20,709.13
SO - 0006945,06-06-2016,35,Distributor,AXW291,6,5,6,3993.20,23959.20,1677.14
SO - 0006946,06-06-2016,35,Wholesale,AXW291,13,11,12,268.00,3216.00,176.88
SO - 0006947,07-06-2016,28,Wholesale,FLR025,61,6,9,6056.80,54511.20,2846.70
SO - 0006948,07-06-2016,21,Wholesale,AXW291,8,7,11,1943.00,21373.00,1262.95
SO - 0006949,07-06-2016,36,Distributor,AXW291,8,13,10,1192.60,11926.00,954.08
SO - 0006950,07-06-2016,25,Distributor,AXW291,15,1,10,2539.30,25393.00,1879.08
SO - 0006951,08-06-2016,45,Distributor,NXH382,53,1,5,1782.20,8911.00,712.88
SO - 0006952,08-06-2016,27,Export,NXH382,50,1,11,1132.30,12455.30,566.15
SO - 0006953,08-06-2016,11,Distributor,GUT930,38,9,5,1005.00,5025.00,592.95
SO - 0006954,08-06-2016,39,Distributor,AXW291,4,5,8,978.20,7825.60,616.27
SO - 0006955,08-06-2016,49,Wholesale,FLR025,62,12,12,6452.10,77425.20,4580.99
SO - 0006956,09-06-2016,31,Distributor,NXH382,55,5,9,1943.00,17487.00,1360.10
SO - 0006957,09-06-2016,11,Wholesale,AXW291,12,2,9,1025.10,9225.90,461.30
SO - 0006958,09-06-2016,12,Wholesale,FLR025,61,11,11,5829.00,64119.00,4196.88
SO - 0006959,09-06-2016,21,Distributor,GUT930,41,1,8,1072.00,8576.00,621.76
SO - 0006960,09-06-2016,7,Wholesale,AXW291,15,5,7,2391.90,16743.30,1698.25
SO - 0006961,09-06-2016,21,Wholesale,FLR025,63,5,12,3624.70,43496.40,2646.03
SO - 0006962,10-06-2016,34,Distributor,AXW291,1,11,9,2720.20,24481.80,1251.29
SO - 0006963,10-06-2016,16,Wholesale,AXW291,23,2,6,6398.50,38391.00,4606.92
SO - 0006964,10-06-2016,4,Distributor,AXW291,16,11,9,1118.90,10070.10,604.21
SO - 0006965,10-06-2016,45,Distributor,GUT930,33,2,10,207.70,2077.00,128.77
SO - 0006966,10-06-2016,29,Wholesale,NXH382,56,5,5,1025.10,5125.50,420.29
SO - 0006967,10-06-2016,37,Wholesale,GUT930,42,5,10,5393.50,53935.00,3667.58
SO - 0006968,10-06-2016,29,Distributor,AXW291,13,1,8,3999.90,31999.20,3319.92
SO - 0006969,11-06-2016,15,Distributor,AXW291,28,13,9,2432.10,21888.90,1653.83
SO - 0006970,11-06-2016,46,Distributor,FLR025,62,9,7,3879.30,27155.10,3219.82
SO - 0006971,11-06-2016,20,Wholesale,AXW291,3,2,10,221.10,2211.00,119.39
SO - 0006972,11-06-2016,43,Wholesale,AXW291,12,9,9,998.30,8984.70,748.73
SO - 0006973,11-06-2016,3,Wholesale,AXW291,3,3,12,1132.30,13587.60,849.23
SO - 0006974,11-06-2016,6,Wholesale,GUT930,41,1,5,201.00,1005.00,158.79
SO - 0006975,11-06-2016,29,Wholesale,GUT930,38,2,12,683.40,8200.80,492.05
SO - 0006976,12-06-2016,14,Wholesale,AXW291,3,7,9,5293.00,47637.00,3334.59
SO - 0006977,12-06-2016,5,Distributor,AXW291,23,1,5,167.50,837.50,73.70
SO - 0006978,12-06-2016,16,Distributor,AXW291,19,2,11,5480.60,60286.60,3288.36
SO - 0006979,13-06-2016,20,Wholesale,AXW291,13,1,9,3819.00,34371.00,2482.35
SO - 0006980,13-06-2016,43,Wholesale,GUT930,47,10,9,6016.60,54149.40,3429.46
SO - 0006981,13-06-2016,26,Distributor,AXW291,11,13,11,1025.10,11276.10,543.30
SO - 0006982,13-06-2016,45,Export,GUT930,45,5,11,2659.90,29258.90,1861.93
SO - 0006983,13-06-2016,12,Wholesale,GUT930,44,2,9,3892.70,35034.30,2997.38
SO - 0006984,14-06-2016,37,Export,GUT930,41,7,5,911.20,4556.00,473.82
SO - 0006985,14-06-2016,41,Distributor,GUT930,46,5,8,1862.60,14900.80,745.04
SO - 0006986,14-06-2016,15,Wholesale,GUT930,39,11,10,207.70,2077.00,139.16
SO - 0006987,15-06-2016,22,Wholesale,GUT930,45,8,7,1969.80,13788.60,1634.93
SO - 0006988,15-06-2016,14,Wholesale,GUT930,37,11,7,944.70,6612.90,462.90
SO - 0006989,15-06-2016,6,Distributor,AXW291,8,2,12,864.30,10371.60,535.87
SO - 0006990,15-06-2016,47,Export,NXH382,49,11,7,2291.40,16039.80,1512.32
SO - 0006991,15-06-2016,11,Wholesale,AXW291,9,7,8,1132.30,9058.40,894.52
SO - 0006992,15-06-2016,2,Wholesale,GUT930,45,7,7,194.30,1360.10,77.72
SO - 0006993,15-06-2016,38,Wholesale,GUT930,41,7,12,247.90,2974.80,153.70
SO - 0006994,16-06-2016,28,Export,FLR025,62,7,10,1038.50,10385.00,623.10
SO - 0006995,16-06-2016,49,Wholesale,GUT930,47,5,9,1105.50,9949.50,895.46
SO - 0006996,16-06-2016,11,Wholesale,GUT930,46,3,9,180.90,1628.10,103.11
SO - 0006997,16-06-2016,9,Wholesale,GUT930,36,5,7,5654.80,39583.60,3279.78
SO - 0006998,16-06-2016,35,Wholesale,AXW291,28,2,10,3906.10,39061.00,1757.75
SO - 0006999,17-06-2016,32,Distributor,NXH382,48,5,12,917.90,11014.80,780.22
SO - 0007000,17-06-2016,16,Wholesale,GUT930,32,1,6,2619.70,15718.20,2121.96
SO - 0007001,17-06-2016,47,Wholesale,NXH382,59,5,10,777.20,7772.00,512.95
SO - 0007002,17-06-2016,23,Wholesale,GUT930,36,3,11,958.10,10539.10,603.60
SO - 0007003,17-06-2016,20,Export,AXW291,14,11,8,227.80,1822.40,123.01
SO - 0007004,17-06-2016,1,Wholesale,NXH382,52,11,10,1835.80,18358.00,1321.78
SO - 0007005,17-06-2016,4,Wholesale,FLR025,64,1,6,1058.60,6351.60,455.20
SO - 0007006,18-06-2016,29,Wholesale,GUT930,41,2,9,5674.90,51074.10,3575.19
SO - 0007007,18-06-2016,36,Wholesale,AXW291,15,8,5,1989.90,9949.50,1691.42
SO - 0007008,18-06-2016,16,Distributor,AXW291,16,5,7,234.50,1641.50,93.80
SO - 0007009,19-06-2016,34,Wholesale,AXW291,27,13,6,1038.50,6231.00,664.64
SO - 0007010,19-06-2016,30,Wholesale,AXW291,9,2,7,1031.80,7222.60,577.81
SO - 0007011,19-06-2016,23,Distributor,AXW291,28,11,11,3524.20,38766.20,1515.41
SO - 0007012,20-06-2016,45,Distributor,GUT930,44,2,7,2324.90,16274.30,1069.45
SO - 0007013,20-06-2016,35,Wholesale,AXW291,21,7,7,737.00,5159.00,368.50
SO - 0007014,20-06-2016,23,Export,AXW291,5,11,6,1005.00,6030.00,502.50
SO - 0007015,20-06-2016,19,Wholesale,NXH382,60,1,10,1139.00,11390.00,911.20
SO - 0007016,20-06-2016,42,Export,GUT930,39,8,11,1098.80,12086.80,813.11
SO - 0007017,20-06-2016,2,Distributor,NXH382,49,1,9,3825.70,34431.30,2486.71
SO - 0007018,20-06-2016,12,Wholesale,GUT930,38,12,11,180.90,1989.90,74.17
SO - 0007019,21-06-2016,42,Wholesale,AXW291,20,11,6,964.80,5788.80,578.88
SO - 0007020,21-06-2016,20,Distributor,FLR025,61,1,9,2485.70,22371.30,1267.71
SO - 0007021,21-06-2016,46,Export,AXW291,26,5,11,214.40,2358.40,141.50
SO - 0007022,21-06-2016,9,Distributor,NXH382,56,10,9,2432.10,21888.90,1556.54
SO - 0007023,21-06-2016,34,Distributor,AXW291,4,7,12,1118.90,13426.80,626.58
SO - 0007024,21-06-2016,13,Export,AXW291,8,1,10,891.10,8911.00,561.39
SO - 0007025,22-06-2016,18,Export,GUT930,38,11,9,2485.70,22371.30,1043.99
SO - 0007026,23-06-2016,44,Distributor,AXW291,19,2,6,1018.40,6110.40,692.51
SO - 0007027,23-06-2016,27,Wholesale,AXW291,6,2,12,2465.60,29587.20,1799.89
SO - 0007028,23-06-2016,44,Distributor,AXW291,20,7,12,3993.20,47918.40,3034.83
SO - 0007029,23-06-2016,7,Distributor,AXW291,27,2,11,3685.00,40535.00,2247.85
SO - 0007030,23-06-2016,48,Wholesale,NXH382,56,7,9,2284.70,20562.30,1919.15
SO - 0007031,23-06-2016,13,Distributor,GUT930,35,1,9,3323.20,29908.80,1927.46
SO - 0007032,23-06-2016,4,Wholesale,NXH382,59,7,6,1078.70,6472.20,431.48
SO - 0007033,23-06-2016,38,Wholesale,AXW291,16,1,9,1045.20,9406.80,606.22
SO - 0007034,23-06-2016,35,Wholesale,NXH382,49,2,8,2646.50,21172.00,1931.95
SO - 0007035,23-06-2016,27,Wholesale,NXH382,54,11,11,2666.60,29332.60,1786.62
SO - 0007036,24-06-2016,1,Export,AXW291,20,13,7,1889.40,13225.80,831.34
SO - 0007037,24-06-2016,41,Distributor,AXW291,29,13,5,2492.40,12462.00,1296.05
SO - 0007038,24-06-2016,5,Distributor,AXW291,19,1,7,1179.20,8254.40,896.19
SO - 0007039,24-06-2016,48,Wholesale,AXW291,8,13,10,2318.20,23182.00,1530.01
SO - 0007040,24-06-2016,15,Distributor,FLR025,62,9,9,3584.50,32260.50,2831.76
SO - 0007041,25-06-2016,30,Distributor,AXW291,15,2,7,3999.90,27999.30,1879.95
SO - 0007042,25-06-2016,5,Distributor,AXW291,2,1,12,1996.60,23959.20,1677.14
SO - 0007043,25-06-2016,7,Distributor,NXH382,50,11,10,1132.30,11323.00,826.58
SO - 0007044,26-06-2016,18,Distributor,GUT930,37,2,12,1963.10,23557.20,1413.43
SO - 0007045,26-06-2016,44,Export,FLR025,64,11,8,1896.10,15168.80,1611.69
SO - 0007046,26-06-2016,11,Distributor,AXW291,14,11,12,804.00,9648.00,538.68
SO - 0007047,26-06-2016,11,Distributor,AXW291,12,13,12,174.20,2090.40,128.91
SO - 0007048,26-06-2016,4,Wholesale,GUT930,46,9,9,3926.20,35335.80,1688.27
SO - 0007049,26-06-2016,1,Export,GUT930,42,5,7,180.90,1266.30,141.10
SO - 0007050,26-06-2016,8,Wholesale,AXW291,21,11,9,254.60,2291.40,152.76
SO - 0007051,26-06-2016,28,Wholesale,FLR025,62,1,10,1132.30,11323.00,566.15
SO - 0007052,27-06-2016,37,Wholesale,AXW291,31,11,7,227.80,1594.60,166.29
SO - 0007053,27-06-2016,13,Wholesale,AXW291,26,2,8,2003.30,16026.40,1422.34
SO - 0007054,27-06-2016,48,Distributor,AXW291,1,5,8,2525.90,20207.20,1818.65
SO - 0007055,27-06-2016,34,Wholesale,AXW291,5,11,6,3691.70,22150.20,2178.10
SO - 0007056,27-06-2016,5,Wholesale,GUT930,38,11,9,1762.10,15858.90,1145.37
SO - 0007057,27-06-2016,20,Distributor,NXH382,47,7,9,891.10,8019.90,436.64
SO - 0007058,28-06-2016,10,Wholesale,AXW291,20,4,11,1031.80,11349.80,567.49
SO - 0007059,28-06-2016,21,Distributor,GUT930,45,11,6,1011.70,6070.20,495.73
SO - 0007060,28-06-2016,42,Wholesale,GUT930,39,7,10,777.20,7772.00,481.86
SO - 0007061,28-06-2016,23,Wholesale,AXW291,31,7,9,2599.60,23396.40,2209.66
SO - 0007062,28-06-2016,22,Export,NXH382,59,5,12,5922.80,71073.60,4205.19
SO - 0007063,29-06-2016,27,Wholesale,GUT930,46,11,5,757.10,3785.50,423.98
SO - 0007064,29-06-2016,7,Wholesale,AXW291,31,1,10,3008.30,30083.00,2075.73
SO - 0007065,29-06-2016,46,Wholesale,AXW291,26,5,11,247.90,2726.90,195.84
SO - 0007066,29-06-2016,9,Distributor,NXH382,55,11,5,2499.10,12495.50,1299.53
SO - 0007067,29-06-2016,11,Wholesale,AXW291,2,1,11,2592.90,28521.90,1192.73
SO - 0007068,30-06-2016,32,Distributor,AXW291,16,7,8,2331.60,18652.80,1865.28
SO - 0007069,30-06-2016,48,Distributor,NXH382,55,5,11,241.20,2653.20,161.60
SO - 0007070,30-06-2016,34,Distributor,AXW291,26,2,8,1045.20,8361.60,846.61
SO - 0007071,30-06-2016,9,Export,FLR025,60,1,8,897.80,7182.40,763.13
SO - 0007072,30-06-2016,28,Wholesale,AXW291,11,7,9,1896.10,17064.90,1156.62
SO - 0007073,01-07-2016,1,Wholesale,GUT930,44,3,6,1011.70,6070.20,758.78
SO - 0007074,01-07-2016,17,Wholesale,AXW291,17,5,10,247.90,2479.00,205.76
SO - 0007075,01-07-2016,42,Distributor,AXW291,24,11,12,1139.00,13668.00,740.35
SO - 0007076,02-07-2016,50,Wholesale,NXH382,58,5,7,1098.80,7691.60,933.98
SO - 0007077,02-07-2016,37,Wholesale,GUT930,36,12,9,214.40,1929.60,167.23
SO - 0007078,02-07-2016,9,Distributor,NXH382,58,13,7,241.20,1688.40,202.61
SO - 0007079,02-07-2016,33,Wholesale,AXW291,10,13,11,2847.50,31322.50,2363.43
SO - 0007080,02-07-2016,39,Wholesale,FLR025,64,1,9,710.20,6391.80,482.94
SO - 0007081,02-07-2016,45,Wholesale,AXW291,17,12,7,911.20,6378.40,646.95
SO - 0007082,03-07-2016,29,Wholesale,AXW291,5,1,8,3711.80,29694.40,2375.55
SO - 0007083,03-07-2016,2,Wholesale,NXH382,50,5,11,978.20,10760.20,538.01
SO - 0007084,03-07-2016,4,Distributor,GUT930,46,14,9,2499.10,22491.90,1599.42
SO - 0007085,03-07-2016,42,Export,GUT930,35,9,6,5085.30,30511.80,2186.68
SO - 0007086,03-07-2016,18,Wholesale,AXW291,1,2,7,2345.00,16415.00,1219.40
SO - 0007087,03-07-2016,6,Distributor,NXH382,54,5,11,2432.10,26753.10,1605.19
SO - 0007088,03-07-2016,41,Distributor,AXW291,6,2,9,3986.50,35878.50,2631.09
SO - 0007089,03-07-2016,1,Export,FLR025,63,7,11,2358.40,25942.40,1698.05
SO - 0007090,03-07-2016,50,Export,AXW291,20,13,5,2345.00,11725.00,1172.50
SO - 0007091,04-07-2016,2,Distributor,GUT930,40,7,9,6438.70,57948.30,3670.06
SO - 0007092,04-07-2016,43,Export,AXW291,7,11,10,5581.10,55811.00,3069.61
SO - 0007093,04-07-2016,40,Wholesale,AXW291,9,10,12,241.20,2894.40,120.60
SO - 0007094,04-07-2016,8,Distributor,AXW291,24,13,12,1159.10,13909.20,707.05
SO - 0007095,04-07-2016,18,Distributor,NXH382,58,14,5,2800.60,14003.00,1680.36
SO - 0007096,05-07-2016,39,Distributor,AXW291,14,11,6,991.60,5949.60,485.88
SO - 0007097,05-07-2016,29,Wholesale,AXW291,15,1,7,1105.50,7738.50,818.07
SO - 0007098,05-07-2016,21,Wholesale,AXW291,5,5,6,1139.00,6834.00,865.64
SO - 0007099,05-07-2016,42,Distributor,AXW291,1,5,7,3899.40,27295.80,1598.75
SO - 0007100,05-07-2016,33,Distributor,AXW291,11,11,12,1038.50,12462.00,851.57
SO - 0007101,06-07-2016,7,Export,GUT930,37,11,12,167.50,2010.00,93.80
SO - 0007102,06-07-2016,20,Wholesale,NXH382,49,2,6,2318.20,13909.20,1947.29
SO - 0007103,06-07-2016,17,Wholesale,AXW291,18,13,12,3825.70,45908.40,2869.28
SO - 0007104,06-07-2016,16,Wholesale,FLR025,64,4,11,234.50,2579.50,117.25
SO - 0007105,06-07-2016,6,Wholesale,GUT930,44,5,9,1025.10,9225.90,451.04
SO - 0007106,07-07-2016,43,Wholesale,AXW291,6,1,11,194.30,2137.30,159.33
SO - 0007107,07-07-2016,48,Wholesale,AXW291,26,11,11,5092.00,56012.00,3360.72
SO - 0007108,07-07-2016,32,Export,AXW291,12,13,7,1011.70,7081.90,819.48
SO - 0007109,07-07-2016,47,Wholesale,AXW291,28,1,11,1199.30,13192.30,515.70
SO - 0007110,07-07-2016,19,Distributor,NXH382,55,5,7,3973.10,27811.70,2383.86
SO - 0007111,07-07-2016,31,Export,AXW291,31,14,12,1072.00,12864.00,439.52
SO - 0007112,07-07-2016,10,Distributor,AXW291,29,5,6,3169.10,19014.60,2440.21
SO - 0007113,07-07-2016,43,Wholesale,GUT930,35,11,9,991.60,8924.40,763.53
SO - 0007114,07-07-2016,2,Wholesale,AXW291,9,13,6,194.30,1165.80,157.38
SO - 0007115,08-07-2016,34,Distributor,FLR025,61,7,10,3886.00,38860.00,2914.50
SO - 0007116,08-07-2016,12,Wholesale,AXW291,12,1,12,1139.00,13668.00,728.96
SO - 0007117,08-07-2016,15,Wholesale,AXW291,14,11,8,261.30,2090.40,107.13
SO - 0007118,08-07-2016,20,Wholesale,GUT930,42,7,7,1159.10,8113.70,660.69
SO - 0007119,08-07-2016,47,Wholesale,FLR025,63,5,8,254.60,2036.80,142.58
SO - 0007120,08-07-2016,36,Distributor,GUT930,45,6,12,5212.60,62551.20,4378.58
SO - 0007121,08-07-2016,18,Wholesale,AXW291,12,5,12,1112.20,13346.40,611.71
SO - 0007122,08-07-2016,43,Wholesale,GUT930,36,13,11,1011.70,11128.70,849.83
SO - 0007123,09-07-2016,38,Distributor,AXW291,2,9,11,1005.00,11055.00,532.65
SO - 0007124,09-07-2016,39,Export,AXW291,23,13,11,3490.70,38397.70,1815.16
SO - 0007125,09-07-2016,39,Export,NXH382,55,1,6,6224.30,37345.80,3921.31
SO - 0007126,09-07-2016,6,Distributor,FLR025,66,5,10,1855.90,18559.00,1113.54
SO - 0007127,10-07-2016,33,Wholesale,NXH382,49,4,12,5406.90,64882.80,2487.17
SO - 0007128,10-07-2016,15,Wholesale,AXW291,11,1,6,5118.80,30712.80,2303.46
SO - 0007129,10-07-2016,45,Wholesale,GUT930,44,3,12,1072.00,12864.00,846.88
SO - 0007130,12-07-2016,48,Distributor,NXH382,51,2,8,1768.80,14150.40,1468.10
SO - 0007131,12-07-2016,42,Wholesale,NXH382,59,1,9,1139.00,10251.00,592.28
SO - 0007132,12-07-2016,44,Distributor,GUT930,38,7,9,3979.80,35818.20,1830.71
SO - 0007133,12-07-2016,1,Wholesale,AXW291,3,5,8,1226.10,9808.80,956.36
SO - 0007134,13-07-2016,12,Wholesale,AXW291,6,5,9,1125.60,10130.40,517.78
SO - 0007135,13-07-2016,14,Wholesale,NXH382,56,9,9,2231.10,20079.90,1338.66
SO - 0007136,13-07-2016,46,Wholesale,AXW291,24,2,10,703.50,7035.00,464.31
SO - 0007137,13-07-2016,1,Wholesale,AXW291,8,7,7,1782.20,12475.40,1497.05
SO - 0007138,14-07-2016,9,Distributor,NXH382,54,5,7,6143.90,43007.30,4054.97
SO - 0007139,14-07-2016,45,Wholesale,AXW291,1,1,6,2418.70,14512.20,1910.77
SO - 0007140,14-07-2016,50,Wholesale,FLR025,66,7,5,1025.10,5125.50,563.81
SO - 0007141,14-07-2016,7,Wholesale,AXW291,2,11,8,2619.70,20957.60,2174.35
SO - 0007142,14-07-2016,44,Wholesale,NXH382,57,2,5,1902.80,9514.00,932.37
SO - 0007143,15-07-2016,49,Wholesale,NXH382,52,6,10,1025.10,10251.00,645.81
SO - 0007144,15-07-2016,31,Wholesale,AXW291,10,1,12,174.20,2090.40,73.16
SO - 0007145,16-07-2016,3,Wholesale,AXW291,24,11,10,2492.40,24924.00,1071.73
SO - 0007146,16-07-2016,2,Export,NXH382,52,1,8,1058.60,8468.80,529.30
SO - 0007147,16-07-2016,43,Wholesale,GUT930,38,11,6,6391.80,38350.80,4218.59
SO - 0007148,16-07-2016,47,Wholesale,AXW291,28,6,9,1983.20,17848.80,1408.07
SO - 0007149,16-07-2016,13,Wholesale,NXH382,56,1,6,6411.90,38471.40,5001.28
SO - 0007150,16-07-2016,4,Distributor,GUT930,44,4,9,864.30,7778.70,406.22
SO - 0007151,17-07-2016,50,Export,AXW291,9,3,9,964.80,8683.20,520.99
SO - 0007152,17-07-2016,3,Wholesale,AXW291,26,1,6,1051.90,6311.40,483.87
SO - 0007153,17-07-2016,30,Wholesale,AXW291,22,5,10,4013.30,40133.00,3210.64
SO - 0007154,17-07-2016,14,Wholesale,AXW291,21,9,10,6070.20,60702.00,2974.40
SO - 0007155,17-07-2016,2,Wholesale,AXW291,7,11,7,837.50,5862.50,695.13
SO - 0007156,17-07-2016,16,Wholesale,NXH382,57,2,5,2391.90,11959.50,1148.11
SO - 0007157,18-07-2016,4,Wholesale,FLR025,63,13,8,2686.70,21493.60,1155.28
SO - 0007158,18-07-2016,20,Wholesale,GUT930,42,5,8,2479.00,19832.00,1884.04
SO - 0007159,18-07-2016,16,Wholesale,FLR025,62,8,7,938.00,6566.00,384.58
SO - 0007160,18-07-2016,48,Wholesale,AXW291,25,14,12,3906.10,46873.20,2968.64
SO - 0007161,18-07-2016,50,Wholesale,GUT930,40,1,7,2894.40,20260.80,2402.35
SO - 0007162,18-07-2016,17,Wholesale,AXW291,13,11,9,2231.10,20079.90,1249.42
SO - 0007163,18-07-2016,29,Export,NXH382,57,5,9,1112.20,10009.80,912.00
SO - 0007164,19-07-2016,2,Wholesale,AXW291,2,2,8,2311.50,18492.00,1386.90
SO - 0007165,19-07-2016,13,Export,GUT930,45,2,11,938.00,10318.00,497.14
SO - 0007166,19-07-2016,14,Wholesale,AXW291,15,11,10,3651.50,36515.00,2446.51
SO - 0007167,19-07-2016,48,Wholesale,AXW291,19,13,12,1065.30,12783.60,681.79
SO - 0007168,19-07-2016,29,Wholesale,AXW291,26,9,10,167.50,1675.00,137.35
SO - 0007169,19-07-2016,44,Wholesale,FLR025,61,11,6,1118.90,6713.40,514.69
SO - 0007170,19-07-2016,42,Wholesale,NXH382,47,7,10,2894.40,28944.00,1910.30
SO - 0007171,19-07-2016,5,Wholesale,AXW291,24,7,5,5621.30,28106.50,3260.35
SO - 0007172,19-07-2016,46,Wholesale,NXH382,57,13,6,194.30,1165.80,95.21
SO - 0007173,20-07-2016,48,Wholesale,NXH382,50,7,12,1159.10,13909.20,869.33
SO - 0007174,20-07-2016,34,Wholesale,NXH382,51,1,12,1896.10,22753.20,1118.70
SO - 0007175,20-07-2016,33,Wholesale,NXH382,51,9,11,1018.40,11202.40,824.90
SO - 0007176,21-07-2016,17,Export,AXW291,8,1,7,5125.50,35878.50,3792.87
SO - 0007177,21-07-2016,32,Wholesale,GUT930,43,1,8,1058.60,8468.80,508.13
SO - 0007178,21-07-2016,8,Wholesale,AXW291,19,1,12,1058.60,12703.20,508.13
SO - 0007179,21-07-2016,1,Distributor,NXH382,59,7,7,194.30,1360.10,147.67
SO - 0007180,21-07-2016,1,Wholesale,FLR025,64,2,7,1051.90,7363.30,841.52
SO - 0007181,22-07-2016,21,Wholesale,NXH382,55,14,12,897.80,10773.60,673.35
SO - 0007182,22-07-2016,23,Wholesale,NXH382,58,11,6,1051.90,6311.40,809.96
SO - 0007183,22-07-2016,13,Distributor,AXW291,1,1,9,268.00,2412.00,222.44
SO - 0007184,22-07-2016,7,Wholesale,AXW291,16,7,10,1963.10,19631.00,1217.12
SO - 0007185,22-07-2016,45,Wholesale,AXW291,19,11,5,1715.20,8576.00,771.84
SO - 0007186,22-07-2016,41,Distributor,FLR025,60,2,6,2251.20,13507.20,1508.30
SO - 0007187,23-07-2016,12,Wholesale,AXW291,1,7,11,1031.80,11349.80,588.13
SO - 0007188,23-07-2016,14,Wholesale,AXW291,12,11,6,241.20,1447.20,205.02
SO - 0007189,23-07-2016,18,Export,NXH382,59,7,5,2331.60,11658.00,1142.48
SO - 0007190,23-07-2016,49,Wholesale,FLR025,66,5,6,1045.20,6271.20,721.19
SO - 0007191,23-07-2016,12,Distributor,AXW291,8,2,9,1078.70,9708.30,722.73
SO - 0007192,24-07-2016,2,Wholesale,NXH382,58,5,11,254.60,2800.60,173.13
SO - 0007193,24-07-2016,4,Wholesale,FLR025,64,1,6,5688.30,34129.80,4323.11
SO - 0007194,24-07-2016,4,Wholesale,GUT930,41,13,7,1058.60,7410.20,783.36
SO - 0007195,24-07-2016,25,Export,AXW291,4,13,6,864.30,5185.80,726.01
SO - 0007196,25-07-2016,48,Export,AXW291,3,12,7,174.20,1219.40,128.91
SO - 0007197,25-07-2016,25,Export,NXH382,57,7,7,1145.70,8019.90,469.74
SO - 0007198,25-07-2016,26,Wholesale,FLR025,62,11,12,804.00,9648.00,498.48
SO - 0007199,25-07-2016,13,Export,AXW291,17,11,9,1005.00,9045.00,663.30
SO - 0007200,25-07-2016,32,Distributor,AXW291,5,2,5,254.60,1273.00,175.67
SO - 0007201,25-07-2016,44,Distributor,FLR025,66,13,5,3959.70,19798.50,2296.63
SO - 0007202,25-07-2016,19,Wholesale,AXW291,4,11,9,911.20,8200.80,583.17
SO - 0007203,25-07-2016,46,Wholesale,GUT930,40,2,10,2579.50,25795.00,1315.55
SO - 0007204,25-07-2016,7,Wholesale,AXW291,19,2,10,227.80,2278.00,134.40
SO - 0007205,25-07-2016,5,Export,AXW291,2,1,7,938.00,6566.00,712.88
SO - 0007206,25-07-2016,41,Wholesale,AXW291,21,12,12,1159.10,13909.20,579.55
SO - 0007207,25-07-2016,28,Export,AXW291,5,1,9,3953.00,35577.00,2964.75
SO - 0007208,26-07-2016,31,Wholesale,AXW291,26,6,9,1916.20,17245.80,1034.75
SO - 0007209,26-07-2016,37,Wholesale,AXW291,20,2,10,2499.10,24991.00,2099.24
SO - 0007210,27-07-2016,45,Wholesale,FLR025,63,2,6,2666.60,15999.60,1546.63
SO - 0007211,27-07-2016,28,Wholesale,FLR025,66,7,7,6291.30,44039.10,3774.78
SO - 0007212,27-07-2016,11,Export,AXW291,22,7,5,5708.40,28542.00,2283.36
SO - 0007213,27-07-2016,22,Wholesale,GUT930,38,1,12,844.20,10130.40,379.89
SO - 0007214,27-07-2016,29,Distributor,AXW291,3,8,8,1929.60,15436.80,1196.35
SO - 0007215,27-07-2016,29,Export,AXW291,17,13,6,1105.50,6633.00,840.18
SO - 0007216,27-07-2016,12,Distributor,AXW291,18,9,11,1112.20,12234.20,656.20
SO - 0007217,27-07-2016,19,Distributor,FLR025,63,1,11,1011.70,11128.70,789.13
SO - 0007218,28-07-2016,49,Wholesale,GUT930,39,1,6,1855.90,11135.40,1429.04
SO - 0007219,28-07-2016,40,Distributor,NXH382,58,7,8,3986.50,31892.00,2750.69
SO - 0007220,28-07-2016,23,Distributor,NXH382,56,1,6,2639.80,15838.80,1768.67
